label	msg
sci.med	 Who knows in this legal climate, but there is tremendous legal precendent for forcibly quarantining TB patients in sanitariums. 100 yrs ago it was done all the time. It has been done sporadically all along in patients who won't take their medicine. If you have TB you may find yourself under surveilence of the Public Health Department and you may find they have the legal power to insist you make your clinic visits. 
sci.med	 Extremely rare in humans. Usually so much else is involved you'd just have a mess to sort out. Birds do all vision in the tectum, don't they? 
sci.med	 The speculum is the little cone that fits on the end of the otoscope. There are also vaginal specula that females and gynecologists are all too familiar with. 
sci.med	 Probably she meant that your blood pressure went up while you were on the treadmill. This is normal. You'll have to ask her if this is what she meant, since no one else can answer for another person. 
sci.med	 It isn't that rare, actually. Many cases that are called Parkinson's Disease turn out on autopsy to be SND. It should be suspected in any case of Parkinsonism without tremor and which does not respond to L-dopa therapy. I don't believe pallidotomy will do much for SND. 
sci.med	 Be sure to say "chronic" dizziness, not just dizziness. Most patients with acute or subacute dizziness will get better. The vertiginous spells of Meniere's will also eventually go away, however, the patient is left with a deaf ear. 
sci.med	 I'm sure the Pittsburgh group has published the baboon work, but I don't know where. In Chicago they were doing lobe transplants from living donors, and I'm sure they've published. I don't read the transplant literature. I just see the liver transplant patients when they get into neurologic trouble (pretty frequent), so that and the newspapers and scuttlebutt is the way I keep up with what they are doing. Howard Doyle works with them, and can tell you more. 
sci.med	 If these folks are who I think they are, Lyme-knowledgeable may mean a physician to whom everything that walks in the door is lyme disease, and you will be treated for lyme, whether or not you have it. Hope you have good insurance. 
sci.med	 Short of changes by the feds, there is no way. Codeine alone is very difficult to prescribe without a lot of hassles. Tylenol #3 is the best compromise. That way he can get refills. The amount of acetominophen he is getting with his codeine won't hurt him any. 
sci.med	 I'm not sure it is the fluctuation so much as the estrogen level. Taking Premarin can certainly cause migraines in some women. 
sci.med	 The flushing is due to vascular dilation, part of a migraine attack. Some people event get puffy and swollen. As long as you are careful you can see well enough to avoid getting hit in the face or eye by the ball, migraine will not hurt your health. 
sci.med	 Several years ago I tried to commit a patient who was growing Salmonella out of his stool, blood, and an open ulcer for treatment. The idea was that the guy was a walking public health risk, and that forcing him to receive IV antibiotics for a few days was in the public interest. I will make a long story short by saying that the judge laughed at my idea, yelled at me for wasting his time, and let the guy go. 
sci.med	 Probably would not be fatal in an adult at that dose, but could kill a child. Patient would be very somnolent, with dilated pupils, low blood pressure. Possibly cardiac arrhythmias. 
sci.med	 Gosh, Jesse is that famous now? He was my intern. Landau not liking it makes me like it out of spite. (Just kidding, Bill). 
sci.med	 Try peeling the skin back at the base of your other fingernails (not too hard, now, don't want to hurt yourself). You'll find nice little lunulas there if you can peel it back enough. 
sci.med	 I agree that some specialties have gotten way out of line. The main problem is the payment method for procedures rather than time distorts the system. I hope they will fix that. But I'm afraid, as usual, the local doc is going to take the brunt. People grouse about paying $50 to see their home doctor in his office, but don't mind paying $20,000 to have brain surgery. They think their local doc is cheating them but worship the feet of the neurosurgeon who saved their life. What they don't realize is that we need more local docs and fewer 
sci.med	 It can suppress secretion of prolactin. Is useful in cases of galactorrhea. Some adenomas of the pituitary secret too much. 
sci.med	 Dangerous only to immune suppressed persons and fetuses. To them, it is extremely dangerous. Most of the rest of us have already had it and it isn't dangerous at all. 
sci.med	 Gordon Banks N3JXP | "Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu | it is shameful to surrender it too soon." 
